Element(s);Structure;Property;Value;Temp;Reference
Ni,Y;l12;Eheat;0.12187;0;file=L12/Y3Ni/Y3Ni-L1_2.dat date=2013-02-19
Pb,Y;l12;a;4.79445;0;file=L12/Y3Pb/Y3Pb-L1_2.dat date=2013-02-19
Pb,Y;l12;B;52.68000;0;file=L12/Y3Pb/Y3Pb-L1_2.dat date=2013-02-19
Pb,Y;l12;Eheat;-0.35463;0;file=L12/Y3Pb/Y3Pb-L1_2.dat date=2013-02-19
Pd,Y;l12;a;4.62598;0;file=L12/Y3Pd/Y3Pd-L1_2.dat date=2013-02-19
Pd,Y;l12;B;59.23000;0;file=L12/Y3Pd/Y3Pd-L1_2.dat date=2013-02-19
Pd,Y;l12;Eheat;-0.18783;0;file=L12/Y3Pd/Y3Pd-L1_2.dat date=2013-02-19
Pt,Y;l12;a;4.57811;0;file=L12/Y3Pt/Y3Pt-L1_2.dat date=2013-02-19
Pt,Y;l12;B;71.43000;0;file=L12/Y3Pt/Y3Pt-L1_2.dat date=2013-02-19
Pt,Y;l12;Eheat;-0.37583;0;file=L12/Y3Pt/Y3Pt-L1_2.dat date=2013-02-19
Rh,Y;l12;a;4.57921;0;file=L12/Y3Rh/Y3Rh-L1_2.dat date=2013-02-19
Rh,Y;l12;B;65.86000;0;file=L12/Y3Rh/Y3Rh-L1_2.dat date=2013-02-19
Rh,Y;l12;Eheat;-0.13528;0;file=L12/Y3Rh/Y3Rh-L1_2.dat date=2013-02-19
Ru,Y;l12;a;4.55630;0;file=L12/Y3Ru/Y3Ru-L1_2.dat date=2013-02-19
Ru,Y;l12;B;67.83000;0;file=L12/Y3Ru/Y3Ru-L1_2.dat date=2013-02-19
Ru,Y;l12;Eheat;0.12830;0;file=L12/Y3Ru/Y3Ru-L1_2.dat date=2013-02-19
Sc,Y;l12;a;4.87178;0;file=L12/Y3Sc/Y3Sc-L1_2.dat date=2013-02-18
Sc,Y;l12;B;45.68000;0;file=L12/Y3Sc/Y3Sc-L1_2.dat date=2013-02-18
Sc,Y;l12;Eheat;0.04303;0;file=L12/Y3Sc/Y3Sc-L1_2.dat date=2013-02-18
Ti,Y;l12;a;4.73524;0;file=L12/Y3Ti/Y3Ti-L1_2.dat date=2013-02-19
Ti,Y;l12;B;51.03000;0;file=L12/Y3Ti/Y3Ti-L1_2.dat date=2013-02-19
Ti,Y;l12;Eheat;0.19570;0;file=L12/Y3Ti/Y3Ti-L1_2.dat date=2013-02-19
Zn,Y;l12;a;4.67829;0;file=L12/Y3Zn/Y3Zn-L1_2.dat date=2013-02-19
Zn,Y;l12;B;47.45000;0;file=L12/Y3Zn/Y3Zn-L1_2.dat date=2013-02-19
Zn,Y;l12;Eheat;-0.03734;0;file=L12/Y3Zn/Y3Zn-L1_2.dat date=2013-02-19
Zr,Y;l12;a;4.81763;0;file=L12/Y3Zr/Y3Zr-L1_2.dat date=2013-02-19
Zr,Y;l12;B;52.22000;0;file=L12/Y3Zr/Y3Zr-L1_2.dat date=2013-02-19
Zr,Y;l12;Eheat;0.09904;0;file=L12/Y3Zr/Y3Zr-L1_2.dat date=2013-02-19
Ag,Zn;l12;a;3.86888;0;file=L12/Zn3Ag/Zn3Ag-L1_2.dat date=2013-02-19
Ag,Zn;l12;B;104.64000;0;file=L12/Zn3Ag/Zn3Ag-L1_2.dat date=2013-02-19
Ag,Zn;l12;Eheat;-0.02965;0;file=L12/Zn3Ag/Zn3Ag-L1_2.dat date=2013-02-19
Al,Zn;l12;a;3.89586;0;file=L12/Zn3Al/Zn3Al-L1_2.dat date=2013-02-19
Al,Zn;l12;B;87.54000;0;file=L12/Zn3Al/Zn3Al-L1_2.dat date=2013-02-19
Al,Zn;l12;Eheat;0.01019;0;file=L12/Zn3Al/Zn3Al-L1_2.dat date=2013-02-19
Au,Zn;l12;a;3.88115;0;file=L12/Zn3Au/Zn3Au-L1_2.dat date=2013-02-19
Au,Zn;l12;B;121.66000;0;file=L12/Zn3Au/Zn3Au-L1_2.dat date=2013-02-19
Au,Zn;l12;Eheat;-0.15503;0;file=L12/Zn3Au/Zn3Au-L1_2.dat date=2013-02-19
Ca,Zn;l12;a;4.24159;0;file=L12/Zn3Ca/Zn3Ca-L1_2.dat date=2013-02-19
Ca,Zn;l12;B;49.20000;0;file=L12/Zn3Ca/Zn3Ca-L1_2.dat date=2013-02-19
Ca,Zn;l12;Eheat;-0.04469;0;file=L12/Zn3Ca/Zn3Ca-L1_2.dat date=2013-02-19
Cd,Zn;l12;a;3.99352;0;file=L12/Zn3Cd/Zn3Cd-L1_2.dat date=2013-02-19
Cd,Zn;l12;B;78.17000;0;file=L12/Zn3Cd/Zn3Cd-L1_2.dat date=2013-02-19
Cd,Zn;l12;Eheat;0.07968;0;file=L12/Zn3Cd/Zn3Cd-L1_2.dat date=2013-02-19
Co,Zn;l12;a;3.66098;0;file=L12/Zn3Co/Zn3Co-L1_2.dat date=2013-02-19
Co,Zn;l12;B;146.42000;0;file=L12/Zn3Co/Zn3Co-L1_2.dat date=2013-02-19
Co,Zn;l12;Eheat;-0.12925;0;file=L12/Zn3Co/Zn3Co-L1_2.dat date=2013-02-19
Cu,Zn;l12;a;3.72888;0;file=L12/Zn3Cu/Zn3Cu-L1_2.dat date=2013-02-19
Cu,Zn;l12;B;117.68000;0;file=L12/Zn3Cu/Zn3Cu-L1_2.dat date=2013-02-19
Cu,Zn;l12;Eheat;-0.07506;0;file=L12/Zn3Cu/Zn3Cu-L1_2.dat date=2013-02-19
Hf,Zn;l12;a;3.97530;0;file=L12/Zn3Hf/Zn3Hf-L1_2.dat date=2013-02-19
Hf,Zn;l12;B;115.50000;0;file=L12/Zn3Hf/Zn3Hf-L1_2.dat date=2013-02-19
Hf,Zn;l12;Eheat;-0.20971;0;file=L12/Zn3Hf/Zn3Hf-L1_2.dat date=2013-02-19
Ir,Zn;l12;a;3.77201;0;file=L12/Zn3Ir/Zn3Ir-L1_2.dat date=2013-02-19
Ir,Zn;l12;B;170.09000;0;file=L12/Zn3Ir/Zn3Ir-L1_2.dat date=2013-02-19
Ir,Zn;l12;Eheat;-0.21829;0;file=L12/Zn3Ir/Zn3Ir-L1_2.dat date=2013-02-19
La,Zn;l12;a;4.38946;0;file=L12/Zn3La/Zn3La-L1_2.dat date=2013-02-19
La,Zn;l12;B;56.61000;0;file=L12/Zn3La/Zn3La-L1_2.dat date=2013-02-19
La,Zn;l12;Eheat;-0.06927;0;file=L12/Zn3La/Zn3La-L1_2.dat date=2013-02-19
Mg,Zn;l12;a;3.96392;0;file=L12/Zn3Mg/Zn3Mg-L1_2.dat date=2013-02-19
Mg,Zn;l12;B;69.05000;0;file=L12/Zn3Mg/Zn3Mg-L1_2.dat date=2013-02-19
Mg,Zn;l12;Eheat;-0.02759;0;file=L12/Zn3Mg/Zn3Mg-L1_2.dat date=2013-02-19
Ni,Zn;l12;a;3.68021;0;file=L12/Zn3Ni/Zn3Ni-L1_2.dat date=2013-02-19
Ni,Zn;l12;B;137.93000;0;file=L12/Zn3Ni/Zn3Ni-L1_2.dat date=2013-02-19
Ni,Zn;l12;Eheat;-0.20308;0;file=L12/Zn3Ni/Zn3Ni-L1_2.dat date=2013-02-19
Pb,Zn;l12;a;4.20935;0;file=L12/Zn3Pb/Zn3Pb-L1_2.dat date=2013-02-19
Pb,Zn;l12;B;60.73000;0;file=L12/Zn3Pb/Zn3Pb-L1_2.dat date=2013-02-19
Pb,Zn;l12;Eheat;0.22866;0;file=L12/Zn3Pb/Zn3Pb-L1_2.dat date=2013-02-19
Pd,Zn;l12;a;3.79640;0;file=L12/Zn3Pd/Zn3Pd-L1_2.dat date=2013-02-19
Pd,Zn;l12;B;135.76000;0;file=L12/Zn3Pd/Zn3Pd-L1_2.dat date=2013-02-19
Pd,Zn;l12;Eheat;-0.36251;0;file=L12/Zn3Pd/Zn3Pd-L1_2.dat date=2013-02-19
Pt,Zn;l12;a;3.80740;0;file=L12/Zn3Pt/Zn3Pt-L1_2.dat date=2013-02-19
Pt,Zn;l12;B;152.23000;0;file=L12/Zn3Pt/Zn3Pt-L1_2.dat date=2013-02-19
Pt,Zn;l12;Eheat;-0.37941;0;file=L12/Zn3Pt/Zn3Pt-L1_2.dat date=2013-02-19
Rh,Zn;l12;a;3.76233;0;file=L12/Zn3Rh/Zn3Rh-L1_2.dat date=2013-02-19
Rh,Zn;l12;B;152.83000;0;file=L12/Zn3Rh/Zn3Rh-L1_2.dat date=2013-02-19
Rh,Zn;l12;Eheat;-0.34491;0;file=L12/Zn3Rh/Zn3Rh-L1_2.dat date=2013-02-19
Ru,Zn;l12;a;3.75174;0;file=L12/Zn3Ru/Zn3Ru-L1_2.dat date=2013-02-19
Ru,Zn;l12;B;162.76000;0;file=L12/Zn3Ru/Zn3Ru-L1_2.dat date=2013-02-19
Ru,Zn;l12;Eheat;-0.15260;0;file=L12/Zn3Ru/Zn3Ru-L1_2.dat date=2013-02-19
Sc,Zn;l12;a;4.00173;0;file=L12/Zn3Sc/Zn3Sc-L1_2.dat date=2013-02-19
Sc,Zn;l12;B;86.37000;0;file=L12/Zn3Sc/Zn3Sc-L1_2.dat date=2013-02-19
Sc,Zn;l12;Eheat;-0.26548;0;file=L12/Zn3Sc/Zn3Sc-L1_2.dat date=2013-02-19
Ti,Zn;l12;a;3.85626;0;file=L12/Zn3Ti/Zn3Ti-L1_2.dat date=2013-02-19
Ti,Zn;l12;B;115.32000;0;file=L12/Zn3Ti/Zn3Ti-L1_2.dat date=2013-02-19
Ti,Zn;l12;Eheat;-0.23289;0;file=L12/Zn3Ti/Zn3Ti-L1_2.dat date=2013-02-19
Y,Zn;l12;a;4.18854;0;file=L12/Zn3Y/Zn3Y-L1_2.dat date=2013-02-18
Y,Zn;l12;B;74.18000;0;file=L12/Zn3Y/Zn3Y-L1_2.dat date=2013-02-18
Y,Zn;l12;Eheat;-0.20976;0;file=L12/Zn3Y/Zn3Y-L1_2.dat date=2013-02-18
Zr,Zn;l12;a;4.00148;0;file=L12/Zn3Zr/Zn3Zr-L1_2.dat date=2013-02-17
Zr,Zn;l12;B;109.58000;0;file=L12/Zn3Zr/Zn3Zr-L1_2.dat date=2013-02-17
Zr,Zn;l12;Eheat;-0.27724;0;file=L12/Zn3Zr/Zn3Zr-L1_2.dat date=2013-02-17
Ag,Zr;l12;a;4.33926;0;file=L12/Zr3Ag/Zr3Ag-L1_2.dat date=2013-02-19
Ag,Zr;l12;B;108.37000;0;file=L12/Zr3Ag/Zr3Ag-L1_2.dat date=2013-02-19
Ag,Zr;l12;Eheat;-0.02226;0;file=L12/Zr3Ag/Zr3Ag-L1_2.dat date=2013-02-19
Al,Zr;l12;a;4.32679;0;file=L12/Zr3Al/Zr3Al-L1_2.dat date=2013-02-19
Al,Zr;l12;B;106.51000;0;file=L12/Zr3Al/Zr3Al-L1_2.dat date=2013-02-19
Al,Zr;l12;Eheat;-0.33439;0;file=L12/Zr3Al/Zr3Al-L1_2.dat date=2013-02-19
Au,Zr;l12;a;4.32214;0;file=L12/Zr3Au/Zr3Au-L1_2.dat date=2013-02-19
Au,Zr;l12;B;123.40000;0;file=L12/Zr3Au/Zr3Au-L1_2.dat date=2013-02-19
Au,Zr;l12;Eheat;-0.31207;0;file=L12/Zr3Au/Zr3Au-L1_2.dat date=2013-02-19
Ca,Zr;l12;a;4.58418;0;file=L12/Zr3Ca/Zr3Ca-L1_2.dat date=2013-02-19
Ca,Zr;l12;B;69.41000;0;file=L12/Zr3Ca/Zr3Ca-L1_2.dat date=2013-02-19
Ca,Zr;l12;Eheat;0.32647;0;file=L12/Zr3Ca/Zr3Ca-L1_2.dat date=2013-02-19
Cd,Zr;l12;a;4.38843;0;file=L12/Zr3Cd/Zr3Cd-L1_2.dat date=2013-02-19
Cd,Zr;l12;B;101.86000;0;file=L12/Zr3Cd/Zr3Cd-L1_2.dat date=2013-02-19
Cd,Zr;l12;Eheat;-0.13445;0;file=L12/Zr3Cd/Zr3Cd-L1_2.dat date=2013-02-19
Co,Zr;l12;a;4.21139;0;file=L12/Zr3Co/Zr3Co-L1_2.dat date=2013-02-19
Co,Zr;l12;B;118.27000;0;file=L12/Zr3Co/Zr3Co-L1_2.dat date=2013-02-19
Co,Zr;l12;Eheat;0.05939;0;file=L12/Zr3Co/Zr3Co-L1_2.dat date=2013-02-19
Cu,Zr;l12;a;4.24795;0;file=L12/Zr3Cu/Zr3Cu-L1_2.dat date=2013-02-19
Cu,Zr;l12;B;106.43000;0;file=L12/Zr3Cu/Zr3Cu-L1_2.dat date=2013-02-19
Cu,Zr;l12;Eheat;-0.00526;0;file=L12/Zr3Cu/Zr3Cu-L1_2.dat date=2013-02-19
Hf,Zr;l12;a;4.45452;0;file=L12/Zr3Hf/Zr3Hf-L1_2.dat date=2013-02-17
Hf,Zr;l12;B;96.50000;0;file=L12/Zr3Hf/Zr3Hf-L1_2.dat date=2013-02-17
Hf,Zr;l12;Eheat;0.03661;0;file=L12/Zr3Hf/Zr3Hf-L1_2.dat date=2013-02-17
Ir,Zr;l12;a;4.26422;0;file=L12/Zr3Ir/Zr3Ir-L1_2.dat date=2013-02-19
Ir,Zr;l12;B;145.43000;0;file=L12/Zr3Ir/Zr3Ir-L1_2.dat date=2013-02-19
Ir,Zr;l12;Eheat;-0.29123;0;file=L12/Zr3Ir/Zr3Ir-L1_2.dat date=2013-02-19
La,Zr;l12;a;4.62487;0;file=L12/Zr3La/Zr3La-L1_2.dat date=2013-02-19
La,Zr;l12;B;74.12000;0;file=L12/Zr3La/Zr3La-L1_2.dat date=2013-02-19
La,Zr;l12;Eheat;0.20919;0;file=L12/Zr3La/Zr3La-L1_2.dat date=2013-02-19
Mg,Zr;l12;a;4.41509;0;file=L12/Zr3Mg/Zr3Mg-L1_2.dat date=2013-02-18
Mg,Zr;l12;B;84.90000;0;file=L12/Zr3Mg/Zr3Mg-L1_2.dat date=2013-02-18
Mg,Zr;l12;Eheat;0.01314;0;file=L12/Zr3Mg/Zr3Mg-L1_2.dat date=2013-02-18
Ni,Zr;l12;a;4.21809;0;file=L12/Zr3Ni/Zr3Ni-L1_2.dat date=2013-02-18
Ni,Zr;l12;B;115.00000;0;file=L12/Zr3Ni/Zr3Ni-L1_2.dat date=2013-02-18
Ni,Zr;l12;Eheat;-0.03326;0;file=L12/Zr3Ni/Zr3Ni-L1_2.dat date=2013-02-18
Pb,Zr;l12;a;4.44411;0;file=L12/Zr3Pb/Zr3Pb-L1_2.dat date=2013-02-19
Pb,Zr;l12;B;98.03000;0;file=L12/Zr3Pb/Zr3Pb-L1_2.dat date=2013-02-19
Pb,Zr;l12;Eheat;-0.24179;0;file=L12/Zr3Pb/Zr3Pb-L1_2.dat date=2013-02-19
Pd,Zr;l12;a;4.29138;0;file=L12/Zr3Pd/Zr3Pd-L1_2.dat date=2013-02-19
Pd,Zr;l12;B;120.96000;0;file=L12/Zr3Pd/Zr3Pd-L1_2.dat date=2013-02-19
Pd,Zr;l12;Eheat;-0.23522;0;file=L12/Zr3Pd/Zr3Pd-L1_2.dat date=2013-02-19
Pt,Zr;l12;a;4.27869;0;file=L12/Zr3Pt/Zr3Pt-L1_2.dat date=2013-02-19
Pt,Zr;l12;B;136.99000;0;file=L12/Zr3Pt/Zr3Pt-L1_2.dat date=2013-02-19
Pt,Zr;l12;Eheat;-0.45194;0;file=L12/Zr3Pt/Zr3Pt-L1_2.dat date=2013-02-19
Rh,Zr;l12;a;4.26990;0;file=L12/Zr3Rh/Zr3Rh-L1_2.dat date=2013-02-19
Rh,Zr;l12;B;129.32000;0;file=L12/Zr3Rh/Zr3Rh-L1_2.dat date=2013-02-19
Rh,Zr;l12;Eheat;-0.21539;0;file=L12/Zr3Rh/Zr3Rh-L1_2.dat date=2013-02-19
Ru,Zr;l12;a;4.26674;0;file=L12/Zr3Ru/Zr3Ru-L1_2.dat date=2013-02-19
Ru,Zr;l12;B;131.81000;0;file=L12/Zr3Ru/Zr3Ru-L1_2.dat date=2013-02-19
Ru,Zr;l12;Eheat;-0.00200;0;file=L12/Zr3Ru/Zr3Ru-L1_2.dat date=2013-02-19
Sc,Zr;l12;a;4.46789;0;file=L12/Zr3Sc/Zr3Sc-L1_2.dat date=2013-02-19
Sc,Zr;l12;B;91.87000;0;file=L12/Zr3Sc/Zr3Sc-L1_2.dat date=2013-02-19
Sc,Zr;l12;Eheat;0.01341;0;file=L12/Zr3Sc/Zr3Sc-L1_2.dat date=2013-02-19
Ti,Zr;l12;a;4.37061;0;file=L12/Zr3Ti/Zr3Ti-L1_2.dat date=2013-02-17
Ti,Zr;l12;B;98.57000;0;file=L12/Zr3Ti/Zr3Ti-L1_2.dat date=2013-02-17
Ti,Zr;l12;Eheat;0.04711;0;file=L12/Zr3Ti/Zr3Ti-L1_2.dat date=2013-02-17
Y,Zr;l12;a;4.56344;0;file=L12/Zr3Y/Zr3Y-L1_2.dat date=2013-02-17
Y,Zr;l12;B;78.81000;0;file=L12/Zr3Y/Zr3Y-L1_2.dat date=2013-02-17
Y,Zr;l12;Eheat;0.11003;0;file=L12/Zr3Y/Zr3Y-L1_2.dat date=2013-02-17
Zn,Zr;l12;a;4.28612;0;file=L12/Zr3Zn/Zr3Zn-L1_2.dat date=2013-02-19
Zn,Zr;l12;B;102.13000;0;file=L12/Zr3Zn/Zr3Zn-L1_2.dat date=2013-02-19
Zn,Zr;l12;Eheat;-0.16254;0;file=L12/Zr3Zn/Zr3Zn-L1_2.dat date=2013-02-19
Ag,Al;l10;a;4.05654;0;file=L10/AgAl/AgAl-L1_0.dat date=2013-03-09
Ag,Al;l10;c;3.95355;0;file=L10/AgAl/AgAl-L1_0.dat date=2013-03-09
Ag,Al;l10;c/a;0.97461;0;file=L10/AgAl/AgAl-L1_0.dat date=2013-03-09
Ag,Al;l10;Eheat;-0.05535;0;file=L10/AgAl/AgAl-L1_0.dat date=2013-03-09
Ag,Au;l10;a;4.04935;0;file=L10/AgAu/AgAu-L1_0.dat date=2013-03-09
Ag,Au;l10;c;4.11871;0;file=L10/AgAu/AgAu-L1_0.dat date=2013-03-09
Ag,Au;l10;c/a;1.01713;0;file=L10/AgAu/AgAu-L1_0.dat date=2013-03-09
Ag,Au;l10;Eheat;-0.08347;0;file=L10/AgAu/AgAu-L1_0.dat date=2013-03-09
Ag,Ca;l10;a;5.18361;0;file=L10/AgCa/AgCa-L1_0.dat date=2013-03-09
Ag,Ca;l10;c;3.60776;0;file=L10/AgCa/AgCa-L1_0.dat date=2013-03-09
Ag,Ca;l10;c/a;0.69599;0;file=L10/AgCa/AgCa-L1_0.dat date=2013-03-09
Ag,Ca;l10;Eheat;-0.29328;0;file=L10/AgCa/AgCa-L1_0.dat date=2013-03-09
Ag,Cd;l10;a;4.48705;0;file=L10/AgCd/AgCd-L1_0.dat date=2013-03-09
Ag,Cd;l10;c;3.58793;0;file=L10/AgCd/AgCd-L1_0.dat date=2013-03-09
Ag,Cd;l10;c/a;0.79962;0;file=L10/AgCd/AgCd-L1_0.dat date=2013-03-09
Ag,Cd;l10;Eheat;-0.09474;0;file=L10/AgCd/AgCd-L1_0.dat date=2013-03-09
Ag,Co;l10;a;3.73196;0;file=L10/AgCo/AgCo-L1_0.dat date=2013-03-09
Ag,Co;l10;c;3.83987;0;file=L10/AgCo/AgCo-L1_0.dat date=2013-03-09
Ag,Co;l10;c/a;1.02891;0;file=L10/AgCo/AgCo-L1_0.dat date=2013-03-09
Ag,Co;l10;Eheat;0.53934;0;file=L10/AgCo/AgCo-L1_0.dat date=2013-03-09
Ag,Cu;l10;a;3.90012;0;file=L10/AgCu/AgCu-L1_0.dat date=2013-03-09
Ag,Cu;l10;c;3.70072;0;file=L10/AgCu/AgCu-L1_0.dat date=2013-03-09
Ag,Cu;l10;c/a;0.94887;0;file=L10/AgCu/AgCu-L1_0.dat date=2013-03-09
Ag,Cu;l10;Eheat;0.06528;0;file=L10/AgCu/AgCu-L1_0.dat date=2013-03-09
Ag,Hf;l10;a;4.20607;0;file=L10/AgHf/AgHf-L1_0.dat date=2013-03-09
Ag,Hf;l10;c;4.21706;0;file=L10/AgHf/AgHf-L1_0.dat date=2013-03-09
Ag,Hf;l10;c/a;1.00261;0;file=L10/AgHf/AgHf-L1_0.dat date=2013-03-09
Ag,Hf;l10;Eheat;0.00686;0;file=L10/AgHf/AgHf-L1_0.dat date=2013-03-09
Ag,Ir;l10;a;3.77586;0;file=L10/AgIr/AgIr-L1_0.dat date=2013-03-09
Ag,Ir;l10;c;4.30076;0;file=L10/AgIr/AgIr-L1_0.dat date=2013-03-09
Ag,Ir;l10;c/a;1.13901;0;file=L10/AgIr/AgIr-L1_0.dat date=2013-03-09
Ag,Ir;l10;Eheat;0.53135;0;file=L10/AgIr/AgIr-L1_0.dat date=2013-03-09
Ag,La;l10;a;5.32473;0;file=L10/AgLa/AgLa-L1_0.dat date=2013-03-09
Ag,La;l10;c;3.81849;0;file=L10/AgLa/AgLa-L1_0.dat date=2013-03-09
Ag,La;l10;c/a;0.71712;0;file=L10/AgLa/AgLa-L1_0.dat date=2013-03-09
Ag,La;l10;Eheat;-0.22144;0;file=L10/AgLa/AgLa-L1_0.dat date=2013-03-09
Ag,Mg;l10;a;4.68842;0;file=L10/AgMg/AgMg-L1_0.dat date=2013-03-09
Ag,Mg;l10;c;3.21300;0;file=L10/AgMg/AgMg-L1_0.dat date=2013-03-09
Ag,Mg;l10;c/a;0.68531;0;file=L10/AgMg/AgMg-L1_0.dat date=2013-03-09
Ag,Mg;l10;Eheat;-0.26218;0;file=L10/AgMg/AgMg-L1_0.dat date=2013-03-09
Ag,Ni;l10;a;3.80978;0;file=L10/AgNi/AgNi-L1_0.dat date=2013-03-09
Ag,Ni;l10;c;3.72580;0;file=L10/AgNi/AgNi-L1_0.dat date=2013-03-09
Ag,Ni;l10;c/a;0.97796;0;file=L10/AgNi/AgNi-L1_0.dat date=2013-03-09
Ag,Ni;l10;Eheat;0.24221;0;file=L10/AgNi/AgNi-L1_0.dat date=2013-03-09
Ag,Pb;l10;a;5.12634;0;file=L10/AgPb/AgPb-L1_0.dat date=2013-03-09
Ag,Pb;l10;c;3.47708;0;file=L10/AgPb/AgPb-L1_0.dat date=2013-03-09
Ag,Pb;l10;c/a;0.67828;0;file=L10/AgPb/AgPb-L1_0.dat date=2013-03-09
Ag,Pb;l10;Eheat;0.09306;0;file=L10/AgPb/AgPb-L1_0.dat date=2013-03-09
Ag,Pd;l10;a;3.93889;0;file=L10/AgPd/AgPd-L1_0.dat date=2013-03-09
Ag,Pd;l10;c;4.00415;0;file=L10/AgPd/AgPd-L1_0.dat date=2013-03-09
Ag,Pd;l10;c/a;1.01657;0;file=L10/AgPd/AgPd-L1_0.dat date=2013-03-09
Ag,Pd;l10;Eheat;-0.05578;0;file=L10/AgPd/AgPd-L1_0.dat date=2013-03-09
Ag,Pt;l10;a;3.90429;0;file=L10/AgPt/AgPt-L1_0.dat date=2013-03-09
Ag,Pt;l10;c;4.12856;0;file=L10/AgPt/AgPt-L1_0.dat date=2013-03-09
Ag,Pt;l10;c/a;1.05744;0;file=L10/AgPt/AgPt-L1_0.dat date=2013-03-09
Ag,Pt;l10;Eheat;0.02200;0;file=L10/AgPt/AgPt-L1_0.dat date=2013-03-09
Ag,Rh;l10;a;3.81039;0;file=L10/AgRh/AgRh-L1_0.dat date=2013-03-09
Ag,Rh;l10;c;4.17071;0;file=L10/AgRh/AgRh-L1_0.dat date=2013-03-09
Ag,Rh;l10;c/a;1.09456;0;file=L10/AgRh/AgRh-L1_0.dat date=2013-03-09
Ag,Rh;l10;Eheat;0.31844;0;file=L10/AgRh/AgRh-L1_0.dat date=2013-03-09
Ag,Ru;l10;a;3.71201;0;file=L10/AgRu/AgRu-L1_0.dat date=2013-03-09
Ag,Ru;l10;c;4.34380;0;file=L10/AgRu/AgRu-L1_0.dat date=2013-03-09
Ag,Ru;l10;c/a;1.17020;0;file=L10/AgRu/AgRu-L1_0.dat date=2013-03-09
Ag,Ru;l10;Eheat;0.64508;0;file=L10/AgRu/AgRu-L1_0.dat date=2013-03-09
Ag,Sc;l10;a;4.76282;0;file=L10/AgSc/AgSc-L1_0.dat date=2013-03-09
Ag,Sc;l10;c;3.41005;0;file=L10/AgSc/AgSc-L1_0.dat date=2013-03-09
Ag,Sc;l10;c/a;0.71597;0;file=L10/AgSc/AgSc-L1_0.dat date=2013-03-09
Ag,Sc;l10;Eheat;-0.31401;0;file=L10/AgSc/AgSc-L1_0.dat date=2013-03-09
Ag,Ti;l10;a;3.95251;0;file=L10/AgTi/AgTi-L1_0.dat date=2013-03-09
Ag,Ti;l10;c;4.17782;0;file=L10/AgTi/AgTi-L1_0.dat date=2013-03-09
Ag,Ti;l10;c/a;1.05700;0;file=L10/AgTi/AgTi-L1_0.dat date=2013-03-09
Ag,Ti;l10;Eheat;0.01238;0;file=L10/AgTi/AgTi-L1_0.dat date=2013-03-09
Ag,Y;l10;a;5.04991;0;file=L10/AgY/AgY-L1_0.dat date=2013-03-09
Ag,Y;l10;c;3.60370;0;file=L10/AgY/AgY-L1_0.dat date=2013-03-09
Ag,Y;l10;c/a;0.71362;0;file=L10/AgY/AgY-L1_0.dat date=2013-03-09
Ag,Y;l10;Eheat;-0.35984;0;file=L10/AgY/AgY-L1_0.dat date=2013-03-09
Ag,Zn;l10;a;4.26242;0;file=L10/AgZn/AgZn-L1_0.dat date=2013-03-09
Ag,Zn;l10;c;3.33879;0;file=L10/AgZn/AgZn-L1_0.dat date=2013-03-09
Ag,Zn;l10;c/a;0.78331;0;file=L10/AgZn/AgZn-L1_0.dat date=2013-03-09
Ag,Zn;l10;Eheat;-0.07067;0;file=L10/AgZn/AgZn-L1_0.dat date=2013-03-09
Ag,Zr;l10;a;4.20611;0;file=L10/AgZr/AgZr-L1_0.dat date=2013-03-09
Ag,Zr;l10;c;4.28109;0;file=L10/AgZr/AgZr-L1_0.dat date=2013-03-09
Ag,Zr;l10;c/a;1.01783;0;file=L10/AgZr/AgZr-L1_0.dat date=2013-03-09
Ag,Zr;l10;Eheat;-0.08811;0;file=L10/AgZr/AgZr-L1_0.dat date=2013-03-09
Al,Au;l10;a;4.33855;0;file=L10/AlAu/AlAu-L1_0.dat date=2013-03-09
Al,Au;l10;c;3.43367;0;file=L10/AlAu/AlAu-L1_0.dat date=2013-03-09
Al,Au;l10;c/a;0.79143;0;file=L10/AlAu/AlAu-L1_0.dat date=2013-03-09
Al,Au;l10;Eheat;-0.32354;0;file=L10/AlAu/AlAu-L1_0.dat date=2013-03-09
Al,Ca;l10;a;5.24532;0;file=L10/AlCa/AlCa-L1_0.dat date=2013-03-09
Al,Ca;l10;c;3.61122;0;file=L10/AlCa/AlCa-L1_0.dat date=2013-03-09
Al,Ca;l10;c/a;0.68846;0;file=L10/AlCa/AlCa-L1_0.dat date=2013-03-09
Al,Ca;l10;Eheat;-0.21255;0;file=L10/AlCa/AlCa-L1_0.dat date=2013-03-09
Al,Cd;l10;a;4.23775;0;file=L10/AlCd/AlCd-L1_0.dat date=2013-03-09
Al,Cd;l10;c;4.23925;0;file=L10/AlCd/AlCd-L1_0.dat date=2013-03-09
Al,Cd;l10;c/a;1.00036;0;file=L10/AlCd/AlCd-L1_0.dat date=2013-03-09
Al,Cd;l10;Eheat;0.11114;0;file=L10/AlCd/AlCd-L1_0.dat date=2013-03-09
Al,Co;l10;a;4.00198;0;file=L10/AlCo/AlCo-L1_0.dat date=2013-03-09
Al,Co;l10;c;2.83192;0;file=L10/AlCo/AlCo-L1_0.dat date=2013-03-09
Al,Co;l10;c/a;0.70763;0;file=L10/AlCo/AlCo-L1_0.dat date=2013-03-09
Al,Co;l10;Eheat;-0.73113;0;file=L10/AlCo/AlCo-L1_0.dat date=2013-03-09
