Element(s);Structure;Property;Value;Temp;Reference
Ti,Ni;l12;a;3.57087;0;file=L12/Ni3Ti/Ni3Ti-L1_2.dat date=2013-02-18
Ti,Ni;l12;B;219.27000;0;file=L12/Ni3Ti/Ni3Ti-L1_2.dat date=2013-02-18
Ti,Ni;l12;Eheat;-0.58321;0;file=L12/Ni3Ti/Ni3Ti-L1_2.dat date=2013-02-18
Y,Ni;l12;a;3.80086;0;file=L12/Ni3Y/Ni3Y-L1_2.dat date=2013-02-20
Y,Ni;l12;B;140.02000;0;file=L12/Ni3Y/Ni3Y-L1_2.dat date=2013-02-20
Y,Ni;l12;Eheat;-0.29147;0;file=L12/Ni3Y/Ni3Y-L1_2.dat date=2013-02-20
Zn,Ni;l12;a;3.52932;0;file=L12/Ni3Zn/Ni3Zn-L1_2.dat date=2013-02-19
Zn,Ni;l12;B;204.20000;0;file=L12/Ni3Zn/Ni3Zn-L1_2.dat date=2013-02-19
Zn,Ni;l12;Eheat;-0.17552;0;file=L12/Ni3Zn/Ni3Zn-L1_2.dat date=2013-02-19
Zr,Ni;l12;a;3.70465;0;file=L12/Ni3Zr/Ni3Zr-L1_2.dat date=2013-02-19
Zr,Ni;l12;B;194.62000;0;file=L12/Ni3Zr/Ni3Zr-L1_2.dat date=2013-02-19
Zr,Ni;l12;Eheat;-0.53651;0;file=L12/Ni3Zr/Ni3Zr-L1_2.dat date=2013-02-19
Ag,Pb;l12;a;4.72974;0;file=L12/Pb3Ag/Pb3Ag-L1_2.dat date=2013-02-20
Ag,Pb;l12;B;55.20000;0;file=L12/Pb3Ag/Pb3Ag-L1_2.dat date=2013-02-20
Ag,Pb;l12;Eheat;0.09831;0;file=L12/Pb3Ag/Pb3Ag-L1_2.dat date=2013-02-20
Al,Pb;l12;a;4.77670;0;file=L12/Pb3Al/Pb3Al-L1_2.dat date=2013-02-20
Al,Pb;l12;B;49.16000;0;file=L12/Pb3Al/Pb3Al-L1_2.dat date=2013-02-20
Al,Pb;l12;Eheat;0.14495;0;file=L12/Pb3Al/Pb3Al-L1_2.dat date=2013-02-20
Au,Pb;l12;a;4.71033;0;file=L12/Pb3Au/Pb3Au-L1_2.dat date=2013-02-20
Au,Pb;l12;B;61.42000;0;file=L12/Pb3Au/Pb3Au-L1_2.dat date=2013-02-20
Au,Pb;l12;Eheat;0.02991;0;file=L12/Pb3Au/Pb3Au-L1_2.dat date=2013-02-20
Ca,Pb;l12;a;4.85713;0;file=L12/Pb3Ca/Pb3Ca-L1_2.dat date=2013-02-21
Ca,Pb;l12;B;44.49000;0;file=L12/Pb3Ca/Pb3Ca-L1_2.dat date=2013-02-21
Ca,Pb;l12;Eheat;-0.39078;0;file=L12/Pb3Ca/Pb3Ca-L1_2.dat date=2013-02-21
Cd,Pb;l12;a;4.82144;0;file=L12/Pb3Cd/Pb3Cd-L1_2.dat date=2013-02-20
Cd,Pb;l12;B;48.74000;0;file=L12/Pb3Cd/Pb3Cd-L1_2.dat date=2013-02-20
Cd,Pb;l12;Eheat;0.02784;0;file=L12/Pb3Cd/Pb3Cd-L1_2.dat date=2013-02-20
Co,Pb;l12;a;4.56265;0;file=L12/Pb3Co/Pb3Co-L1_2.dat date=2013-02-19
Co,Pb;l12;B;65.12000;0;file=L12/Pb3Co/Pb3Co-L1_2.dat date=2013-02-19
Co,Pb;l12;Eheat;0.56194;0;file=L12/Pb3Co/Pb3Co-L1_2.dat date=2013-02-19
Cu,Pb;l12;a;4.65903;0;file=L12/Pb3Cu/Pb3Cu-L1_2.dat date=2013-02-21
Cu,Pb;l12;B;56.30000;0;file=L12/Pb3Cu/Pb3Cu-L1_2.dat date=2013-02-21
Cu,Pb;l12;Eheat;0.25479;0;file=L12/Pb3Cu/Pb3Cu-L1_2.dat date=2013-02-21
Hf,Pb;l12;a;4.69880;0;file=L12/Pb3Hf/Pb3Hf-L1_2.dat date=2013-02-20
Hf,Pb;l12;B;68.04000;0;file=L12/Pb3Hf/Pb3Hf-L1_2.dat date=2013-02-20
Hf,Pb;l12;Eheat;0.19711;0;file=L12/Pb3Hf/Pb3Hf-L1_2.dat date=2013-02-20
Ir,Pb;l12;a;4.55962;0;file=L12/Pb3Ir/Pb3Ir-L1_2.dat date=2013-02-20
Ir,Pb;l12;B;82.57000;0;file=L12/Pb3Ir/Pb3Ir-L1_2.dat date=2013-02-20
Ir,Pb;l12;Eheat;0.49307;0;file=L12/Pb3Ir/Pb3Ir-L1_2.dat date=2013-02-20
La,Pb;l12;a;4.89964;0;file=L12/Pb3La/Pb3La-L1_2.dat date=2013-02-20
La,Pb;l12;B;54.74000;0;file=L12/Pb3La/Pb3La-L1_2.dat date=2013-02-20
La,Pb;l12;Eheat;-0.47689;0;file=L12/Pb3La/Pb3La-L1_2.dat date=2013-02-20
Mg,Pb;l12;a;4.80503;0;file=L12/Pb3Mg/Pb3Mg-L1_2.dat date=2013-02-18
Mg,Pb;l12;B;46.73000;0;file=L12/Pb3Mg/Pb3Mg-L1_2.dat date=2013-02-18
Mg,Pb;l12;Eheat;-0.04265;0;file=L12/Pb3Mg/Pb3Mg-L1_2.dat date=2013-02-18
Ni,Pb;l12;a;4.58578;0;file=L12/Pb3Ni/Pb3Ni-L1_2.dat date=2013-02-21
Ni,Pb;l12;B;64.47000;0;file=L12/Pb3Ni/Pb3Ni-L1_2.dat date=2013-02-21
Ni,Pb;l12;Eheat;0.34861;0;file=L12/Pb3Ni/Pb3Ni-L1_2.dat date=2013-02-21
Pd,Pb;l12;a;4.62659;0;file=L12/Pb3Pd/Pb3Pd-L1_2.dat date=2013-02-21
Pd,Pb;l12;B;67.57000;0;file=L12/Pb3Pd/Pb3Pd-L1_2.dat date=2013-02-21
Pd,Pb;l12;Eheat;0.01072;0;file=L12/Pb3Pd/Pb3Pd-L1_2.dat date=2013-02-21
Pt,Pb;l12;a;4.60979;0;file=L12/Pb3Pt/Pb3Pt-L1_2.dat date=2013-02-21
Pt,Pb;l12;B;76.10000;0;file=L12/Pb3Pt/Pb3Pt-L1_2.dat date=2013-02-21
Pt,Pb;l12;Eheat;0.08864;0;file=L12/Pb3Pt/Pb3Pt-L1_2.dat date=2013-02-21
Rh,Pb;l12;a;4.57016;0;file=L12/Pb3Rh/Pb3Rh-L1_2.dat date=2013-02-21
Rh,Pb;l12;B;74.59000;0;file=L12/Pb3Rh/Pb3Rh-L1_2.dat date=2013-02-21
Rh,Pb;l12;Eheat;0.24963;0;file=L12/Pb3Rh/Pb3Rh-L1_2.dat date=2013-02-21
Ru,Pb;l12;a;4.55050;0;file=L12/Pb3Ru/Pb3Ru-L1_2.dat date=2013-02-20
Ru,Pb;l12;B;75.65000;0;file=L12/Pb3Ru/Pb3Ru-L1_2.dat date=2013-02-20
Ru,Pb;l12;Eheat;0.63571;0;file=L12/Pb3Ru/Pb3Ru-L1_2.dat date=2013-02-20
Sc,Pb;l12;a;4.72624;0;file=L12/Pb3Sc/Pb3Sc-L1_2.dat date=2013-02-19
Sc,Pb;l12;B;57.87000;0;file=L12/Pb3Sc/Pb3Sc-L1_2.dat date=2013-02-19
Sc,Pb;l12;Eheat;-0.18385;0;file=L12/Pb3Sc/Pb3Sc-L1_2.dat date=2013-02-19
Ti,Pb;l12;a;4.65733;0;file=L12/Pb3Ti/Pb3Ti-L1_2.dat date=2013-02-19
Ti,Pb;l12;B;62.89000;0;file=L12/Pb3Ti/Pb3Ti-L1_2.dat date=2013-02-19
Ti,Pb;l12;Eheat;0.23923;0;file=L12/Pb3Ti/Pb3Ti-L1_2.dat date=2013-02-19
Y,Pb;l12;a;4.79814;0;file=L12/Pb3Y/Pb3Y-L1_2.dat date=2013-02-20
Y,Pb;l12;B;57.47000;0;file=L12/Pb3Y/Pb3Y-L1_2.dat date=2013-02-20
Y,Pb;l12;Eheat;-0.36259;0;file=L12/Pb3Y/Pb3Y-L1_2.dat date=2013-02-20
Zn,Pb;l12;a;4.74843;0;file=L12/Pb3Zn/Pb3Zn-L1_2.dat date=2013-02-21
Zn,Pb;l12;B;49.85000;0;file=L12/Pb3Zn/Pb3Zn-L1_2.dat date=2013-02-21
Zn,Pb;l12;Eheat;0.12572;0;file=L12/Pb3Zn/Pb3Zn-L1_2.dat date=2013-02-21
Zr,Pb;l12;a;4.70102;0;file=L12/Pb3Zr/Pb3Zr-L1_2.dat date=2013-02-19
Zr,Pb;l12;B;67.97000;0;file=L12/Pb3Zr/Pb3Zr-L1_2.dat date=2013-02-19
Zr,Pb;l12;Eheat;0.06235;0;file=L12/Pb3Zr/Pb3Zr-L1_2.dat date=2013-02-19
Ag,Pd;l12;a;3.91884;0;file=L12/Pd3Ag/Pd3Ag-L1_2.dat date=2013-02-21
Ag,Pd;l12;B;193.17000;0;file=L12/Pd3Ag/Pd3Ag-L1_2.dat date=2013-02-21
Ag,Pd;l12;Eheat;-0.04353;0;file=L12/Pd3Ag/Pd3Ag-L1_2.dat date=2013-02-21
Al,Pd;l12;a;3.85406;0;file=L12/Pd3Al/Pd3Al-L1_2.dat date=2013-02-21
Al,Pd;l12;B;190.33000;0;file=L12/Pd3Al/Pd3Al-L1_2.dat date=2013-02-21
Al,Pd;l12;Eheat;-0.65924;0;file=L12/Pd3Al/Pd3Al-L1_2.dat date=2013-02-21
Au,Pd;l12;a;3.93685;0;file=L12/Pd3Au/Pd3Au-L1_2.dat date=2013-02-21
Au,Pd;l12;B;193.56000;0;file=L12/Pd3Au/Pd3Au-L1_2.dat date=2013-02-21
Au,Pd;l12;Eheat;-0.07146;0;file=L12/Pd3Au/Pd3Au-L1_2.dat date=2013-02-21
Ca,Pd;l12;a;4.05536;0;file=L12/Pd3Ca/Pd3Ca-L1_2.dat date=2013-02-21
Ca,Pd;l12;B;118.27000;0;file=L12/Pd3Ca/Pd3Ca-L1_2.dat date=2013-02-21
Ca,Pd;l12;Eheat;-0.49359;0;file=L12/Pd3Ca/Pd3Ca-L1_2.dat date=2013-02-21
Cd,Pd;l12;a;3.95430;0;file=L12/Pd3Cd/Pd3Cd-L1_2.dat date=2013-02-21
Cd,Pd;l12;B;168.50000;0;file=L12/Pd3Cd/Pd3Cd-L1_2.dat date=2013-02-21
Cd,Pd;l12;Eheat;-0.28782;0;file=L12/Pd3Cd/Pd3Cd-L1_2.dat date=2013-02-21
Co,Pd;l12;a;3.78341;0;file=L12/Pd3Co/Pd3Co-L1_2.dat date=2013-02-18
Co,Pd;l12;B;224.83000;0;file=L12/Pd3Co/Pd3Co-L1_2.dat date=2013-02-18
Co,Pd;l12;Eheat;0.09280;0;file=L12/Pd3Co/Pd3Co-L1_2.dat date=2013-02-18
Cu,Pd;l12;a;3.81426;0;file=L12/Pd3Cu/Pd3Cu-L1_2.dat date=2013-02-21
Cu,Pd;l12;B;194.13000;0;file=L12/Pd3Cu/Pd3Cu-L1_2.dat date=2013-02-21
Cu,Pd;l12;Eheat;-0.10301;0;file=L12/Pd3Cu/Pd3Cu-L1_2.dat date=2013-02-21
Hf,Pd;l12;a;3.95862;0;file=L12/Pd3Hf/Pd3Hf-L1_2.dat date=2013-02-21
Hf,Pd;l12;B;206.02000;0;file=L12/Pd3Hf/Pd3Hf-L1_2.dat date=2013-02-21
Hf,Pd;l12;Eheat;-0.91571;0;file=L12/Pd3Hf/Pd3Hf-L1_2.dat date=2013-02-21
Ir,Pd;l12;a;3.86012;0;file=L12/Pd3Ir/Pd3Ir-L1_2.dat date=2013-02-21
Ir,Pd;l12;B;248.95000;0;file=L12/Pd3Ir/Pd3Ir-L1_2.dat date=2013-02-21
Ir,Pd;l12;Eheat;0.08942;0;file=L12/Pd3Ir/Pd3Ir-L1_2.dat date=2013-02-21
La,Pd;l12;a;4.19215;0;file=L12/Pd3La/Pd3La-L1_2.dat date=2013-02-21
La,Pd;l12;B;133.93000;0;file=L12/Pd3La/Pd3La-L1_2.dat date=2013-02-21
La,Pd;l12;Eheat;-0.69001;0;file=L12/Pd3La/Pd3La-L1_2.dat date=2013-02-21
Mg,Pd;l12;a;3.90986;0;file=L12/Pd3Mg/Pd3Mg-L1_2.dat date=2013-02-19
Mg,Pd;l12;B;158.46000;0;file=L12/Pd3Mg/Pd3Mg-L1_2.dat date=2013-02-19
Mg,Pd;l12;Eheat;-0.48875;0;file=L12/Pd3Mg/Pd3Mg-L1_2.dat date=2013-02-19
Ni,Pd;l12;a;3.79483;0;file=L12/Pd3Ni/Pd3Ni-L1_2.dat date=2013-02-21
Ni,Pd;l12;B;208.28000;0;file=L12/Pd3Ni/Pd3Ni-L1_2.dat date=2013-02-21
Ni,Pd;l12;Eheat;0.00792;0;file=L12/Pd3Ni/Pd3Ni-L1_2.dat date=2013-02-21
Pb,Pd;l12;a;4.03843;0;file=L12/Pd3Pb/Pd3Pb-L1_2.dat date=2013-02-21
Pb,Pd;l12;B;159.61000;0;file=L12/Pd3Pb/Pd3Pb-L1_2.dat date=2013-02-21
Pb,Pd;l12;Eheat;-0.33950;0;file=L12/Pd3Pb/Pd3Pb-L1_2.dat date=2013-02-21
Pt,Pd;l12;a;3.88683;0;file=L12/Pd3Pt/Pd3Pt-L1_2.dat date=2013-02-20
Pt,Pd;l12;B;224.05000;0;file=L12/Pd3Pt/Pd3Pt-L1_2.dat date=2013-02-20
Pt,Pd;l12;Eheat;-0.05828;0;file=L12/Pd3Pt/Pd3Pt-L1_2.dat date=2013-02-20
Rh,Pd;l12;a;3.85715;0;file=L12/Pd3Rh/Pd3Rh-L1_2.dat date=2013-02-20
Rh,Pd;l12;B;223.09000;0;file=L12/Pd3Rh/Pd3Rh-L1_2.dat date=2013-02-20
Rh,Pd;l12;Eheat;0.03341;0;file=L12/Pd3Rh/Pd3Rh-L1_2.dat date=2013-02-20
Ru,Pd;l12;a;3.84820;0;file=L12/Pd3Ru/Pd3Ru-L1_2.dat date=2013-02-21
Ru,Pd;l12;B;236.29000;0;file=L12/Pd3Ru/Pd3Ru-L1_2.dat date=2013-02-21
Ru,Pd;l12;Eheat;0.16775;0;file=L12/Pd3Ru/Pd3Ru-L1_2.dat date=2013-02-21
Sc,Pd;l12;a;3.94631;0;file=L12/Pd3Sc/Pd3Sc-L1_2.dat date=2013-02-19
Sc,Pd;l12;B;168.11000;0;file=L12/Pd3Sc/Pd3Sc-L1_2.dat date=2013-02-19
Sc,Pd;l12;Eheat;-0.89057;0;file=L12/Pd3Sc/Pd3Sc-L1_2.dat date=2013-02-19
Ti,Pd;l12;a;3.87117;0;file=L12/Pd3Ti/Pd3Ti-L1_2.dat date=2013-02-18
Ti,Pd;l12;B;207.93000;0;file=L12/Pd3Ti/Pd3Ti-L1_2.dat date=2013-02-18
Ti,Pd;l12;Eheat;-0.71811;0;file=L12/Pd3Ti/Pd3Ti-L1_2.dat date=2013-02-18
Y,Pd;l12;a;4.05984;0;file=L12/Pd3Y/Pd3Y-L1_2.dat date=2013-02-21
Y,Pd;l12;B;145.83000;0;file=L12/Pd3Y/Pd3Y-L1_2.dat date=2013-02-21
Y,Pd;l12;Eheat;-0.89341;0;file=L12/Pd3Y/Pd3Y-L1_2.dat date=2013-02-21
Zn,Pd;l12;a;3.84842;0;file=L12/Pd3Zn/Pd3Zn-L1_2.dat date=2013-02-21
Zn,Pd;l12;B;184.38000;0;file=L12/Pd3Zn/Pd3Zn-L1_2.dat date=2013-02-21
Zn,Pd;l12;Eheat;-0.33803;0;file=L12/Pd3Zn/Pd3Zn-L1_2.dat date=2013-02-21
Zr,Pd;l12;a;3.97034;0;file=L12/Pd3Zr/Pd3Zr-L1_2.dat date=2013-02-19
Zr,Pd;l12;B;196.30000;0;file=L12/Pd3Zr/Pd3Zr-L1_2.dat date=2013-02-19
Zr,Pd;l12;Eheat;-0.87085;0;file=L12/Pd3Zr/Pd3Zr-L1_2.dat date=2013-02-19
Ag,Pt;l12;a;3.94052;0;file=L12/Pt3Ag/Pt3Ag-L1_2.dat date=2013-02-20
Ag,Pt;l12;B;238.86000;0;file=L12/Pt3Ag/Pt3Ag-L1_2.dat date=2013-02-20
Ag,Pt;l12;Eheat;-0.02892;0;file=L12/Pt3Ag/Pt3Ag-L1_2.dat date=2013-02-20
Al,Pt;l12;a;3.87748;0;file=L12/Pt3Al/Pt3Al-L1_2.dat date=2013-02-20
Al,Pt;l12;B;249.95000;0;file=L12/Pt3Al/Pt3Al-L1_2.dat date=2013-02-20
Al,Pt;l12;Eheat;-0.74745;0;file=L12/Pt3Al/Pt3Al-L1_2.dat date=2013-02-20
Au,Pt;l12;a;3.96397;0;file=L12/Pt3Au/Pt3Au-L1_2.dat date=2013-02-20
Au,Pt;l12;B;254.33000;0;file=L12/Pt3Au/Pt3Au-L1_2.dat date=2013-02-20
Au,Pt;l12;Eheat;0.00362;0;file=L12/Pt3Au/Pt3Au-L1_2.dat date=2013-02-20
Ca,Pt;l12;a;4.04071;0;file=L12/Pt3Ca/Pt3Ca-L1_2.dat date=2013-02-20
Ca,Pt;l12;B;165.52000;0;file=L12/Pt3Ca/Pt3Ca-L1_2.dat date=2013-02-20
Ca,Pt;l12;Eheat;-0.57813;0;file=L12/Pt3Ca/Pt3Ca-L1_2.dat date=2013-02-20
Cd,Pt;l12;a;3.97877;0;file=L12/Pt3Cd/Pt3Cd-L1_2.dat date=2013-02-20
Cd,Pt;l12;B;220.16000;0;file=L12/Pt3Cd/Pt3Cd-L1_2.dat date=2013-02-20
Cd,Pt;l12;Eheat;-0.23648;0;file=L12/Pt3Cd/Pt3Cd-L1_2.dat date=2013-02-20
Co,Pt;l12;a;3.81634;0;file=L12/Pt3Co/Pt3Co-L1_2.dat date=2013-02-18
Co,Pt;l12;B;280.52000;0;file=L12/Pt3Co/Pt3Co-L1_2.dat date=2013-02-18
Co,Pt;l12;Eheat;-0.05753;0;file=L12/Pt3Co/Pt3Co-L1_2.dat date=2013-02-18
Cu,Pt;l12;a;3.84576;0;file=L12/Pt3Cu/Pt3Cu-L1_2.dat date=2013-02-20
Cu,Pt;l12;B;256.55000;0;file=L12/Pt3Cu/Pt3Cu-L1_2.dat date=2013-02-20
Cu,Pt;l12;Eheat;-0.17090;0;file=L12/Pt3Cu/Pt3Cu-L1_2.dat date=2013-02-20
Hf,Pt;l12;a;3.98700;0;file=L12/Pt3Hf/Pt3Hf-L1_2.dat date=2013-02-20
Hf,Pt;l12;B;256.96000;0;file=L12/Pt3Hf/Pt3Hf-L1_2.dat date=2013-02-20
Hf,Pt;l12;Eheat;-1.13794;0;file=L12/Pt3Hf/Pt3Hf-L1_2.dat date=2013-02-20
Ir,Pt;l12;a;3.89630;0;file=L12/Pt3Ir/Pt3Ir-L1_2.dat date=2013-02-20
Ir,Pt;l12;B;306.87000;0;file=L12/Pt3Ir/Pt3Ir-L1_2.dat date=2013-02-20
Ir,Pt;l12;Eheat;0.01406;0;file=L12/Pt3Ir/Pt3Ir-L1_2.dat date=2013-02-20
La,Pt;l12;a;4.19914;0;file=L12/Pt3La/Pt3La-L1_2.dat date=2013-02-20
La,Pt;l12;B;166.32000;0;file=L12/Pt3La/Pt3La-L1_2.dat date=2013-02-20
La,Pt;l12;Eheat;-0.72079;0;file=L12/Pt3La/Pt3La-L1_2.dat date=2013-02-20
Mg,Pt;l12;a;3.91341;0;file=L12/Pt3Mg/Pt3Mg-L1_2.dat date=2013-02-19
Mg,Pt;l12;B;207.31000;0;file=L12/Pt3Mg/Pt3Mg-L1_2.dat date=2013-02-19
Mg,Pt;l12;Eheat;-0.60628;0;file=L12/Pt3Mg/Pt3Mg-L1_2.dat date=2013-02-19
Ni,Pt;l12;a;3.82605;0;file=L12/Pt3Ni/Pt3Ni-L1_2.dat date=2013-02-20
Ni,Pt;l12;B;271.57000;0;file=L12/Pt3Ni/Pt3Ni-L1_2.dat date=2013-02-20
Ni,Pt;l12;Eheat;-0.10971;0;file=L12/Pt3Ni/Pt3Ni-L1_2.dat date=2013-02-20
Pb,Pt;l12;a;4.06678;0;file=L12/Pt3Pb/Pt3Pb-L1_2.dat date=2013-02-20
Pb,Pt;l12;B;203.75000;0;file=L12/Pt3Pb/Pt3Pb-L1_2.dat date=2013-02-20
Pb,Pt;l12;Eheat;-0.15340;0;file=L12/Pt3Pb/Pt3Pb-L1_2.dat date=2013-02-20
Pd,Pt;l12;a;3.90660;0;file=L12/Pt3Pd/Pt3Pd-L1_2.dat date=2013-02-20
Pd,Pt;l12;B;262.92000;0;file=L12/Pt3Pd/Pt3Pd-L1_2.dat date=2013-02-20
Pd,Pt;l12;Eheat;-0.07895;0;file=L12/Pt3Pd/Pt3Pd-L1_2.dat date=2013-02-20
Rh,Pt;l12;a;3.88849;0;file=L12/Pt3Rh/Pt3Rh-L1_2.dat date=2013-02-20
Rh,Pt;l12;B;282.87000;0;file=L12/Pt3Rh/Pt3Rh-L1_2.dat date=2013-02-20
Rh,Pt;l12;Eheat;-0.05922;0;file=L12/Pt3Rh/Pt3Rh-L1_2.dat date=2013-02-20
Ru,Pt;l12;a;3.88050;0;file=L12/Pt3Ru/Pt3Ru-L1_2.dat date=2013-02-20
Ru,Pt;l12;B;297.27000;0;file=L12/Pt3Ru/Pt3Ru-L1_2.dat date=2013-02-20
Ru,Pt;l12;Eheat;0.01764;0;file=L12/Pt3Ru/Pt3Ru-L1_2.dat date=2013-02-20
Sc,Pt;l12;a;3.95308;0;file=L12/Pt3Sc/Pt3Sc-L1_2.dat date=2013-02-19
Sc,Pt;l12;B;225.91000;0;file=L12/Pt3Sc/Pt3Sc-L1_2.dat date=2013-02-19
Sc,Pt;l12;Eheat;-1.10780;0;file=L12/Pt3Sc/Pt3Sc-L1_2.dat date=2013-02-19
Ti,Pt;l12;a;3.90238;0;file=L12/Pt3Ti/Pt3Ti-L1_2.dat date=2013-02-19
Ti,Pt;l12;B;260.36000;0;file=L12/Pt3Ti/Pt3Ti-L1_2.dat date=2013-02-19
Ti,Pt;l12;Eheat;-0.93139;0;file=L12/Pt3Ti/Pt3Ti-L1_2.dat date=2013-02-19
Y,Pt;l12;a;4.06176;0;file=L12/Pt3Y/Pt3Y-L1_2.dat date=2013-02-20
Y,Pt;l12;B;194.44000;0;file=L12/Pt3Y/Pt3Y-L1_2.dat date=2013-02-20
Y,Pt;l12;Eheat;-1.04304;0;file=L12/Pt3Y/Pt3Y-L1_2.dat date=2013-02-20
Zn,Pt;l12;a;3.87612;0;file=L12/Pt3Zn/Pt3Zn-L1_2.dat date=2013-02-20
Zn,Pt;l12;B;241.50000;0;file=L12/Pt3Zn/Pt3Zn-L1_2.dat date=2013-02-20
Zn,Pt;l12;Eheat;-0.36595;0;file=L12/Pt3Zn/Pt3Zn-L1_2.dat date=2013-02-20
Zr,Pt;l12;a;3.99636;0;file=L12/Pt3Zr/Pt3Zr-L1_2.dat date=2013-02-19
Zr,Pt;l12;B;247.90000;0;file=L12/Pt3Zr/Pt3Zr-L1_2.dat date=2013-02-19
Zr,Pt;l12;Eheat;-1.10371;0;file=L12/Pt3Zr/Pt3Zr-L1_2.dat date=2013-02-19
Ag,Rh;l12;a;3.85786;0;file=L12/Rh3Ag/Rh3Ag-L1_2.dat date=2013-02-20
Ag,Rh;l12;B;231.97000;0;file=L12/Rh3Ag/Rh3Ag-L1_2.dat date=2013-02-20
Ag,Rh;l12;Eheat;0.24981;0;file=L12/Rh3Ag/Rh3Ag-L1_2.dat date=2013-02-20
Al,Rh;l12;a;3.79318;0;file=L12/Rh3Al/Rh3Al-L1_2.dat date=2013-02-20
Al,Rh;l12;B;240.37000;0;file=L12/Rh3Al/Rh3Al-L1_2.dat date=2013-02-20
Al,Rh;l12;Eheat;-0.47525;0;file=L12/Rh3Al/Rh3Al-L1_2.dat date=2013-02-20
Au,Rh;l12;a;3.87497;0;file=L12/Rh3Au/Rh3Au-L1_2.dat date=2013-02-20
Au,Rh;l12;B;250.54000;0;file=L12/Rh3Au/Rh3Au-L1_2.dat date=2013-02-20
Au,Rh;l12;Eheat;0.16977;0;file=L12/Rh3Au/Rh3Au-L1_2.dat date=2013-02-20
Ca,Rh;l12;a;3.97087;0;file=L12/Rh3Ca/Rh3Ca-L1_2.dat date=2013-02-20
Ca,Rh;l12;B;157.36000;0;file=L12/Rh3Ca/Rh3Ca-L1_2.dat date=2013-02-20
Ca,Rh;l12;Eheat;-0.02759;0;file=L12/Rh3Ca/Rh3Ca-L1_2.dat date=2013-02-20
Cd,Rh;l12;a;3.89299;0;file=L12/Rh3Cd/Rh3Cd-L1_2.dat date=2013-02-20
Cd,Rh;l12;B;208.89000;0;file=L12/Rh3Cd/Rh3Cd-L1_2.dat date=2013-02-20
Cd,Rh;l12;Eheat;0.04332;0;file=L12/Rh3Cd/Rh3Cd-L1_2.dat date=2013-02-20
Co,Rh;l12;a;3.71349;0;file=L12/Rh3Co/Rh3Co-L1_2.dat date=2013-02-18
Co,Rh;l12;B;286.01000;0;file=L12/Rh3Co/Rh3Co-L1_2.dat date=2013-02-18
Co,Rh;l12;Eheat;-0.01433;0;file=L12/Rh3Co/Rh3Co-L1_2.dat date=2013-02-18
Cu,Rh;l12;a;3.75400;0;file=L12/Rh3Cu/Rh3Cu-L1_2.dat date=2013-02-20
Cu,Rh;l12;B;248.12000;0;file=L12/Rh3Cu/Rh3Cu-L1_2.dat date=2013-02-20
Cu,Rh;l12;Eheat;0.06726;0;file=L12/Rh3Cu/Rh3Cu-L1_2.dat date=2013-02-20
Hf,Rh;l12;a;3.90431;0;file=L12/Rh3Hf/Rh3Hf-L1_2.dat date=2013-02-20
Hf,Rh;l12;B;241.93000;0;file=L12/Rh3Hf/Rh3Hf-L1_2.dat date=2013-02-20
Hf,Rh;l12;Eheat;-0.76856;0;file=L12/Rh3Hf/Rh3Hf-L1_2.dat date=2013-02-20
Ir,Rh;l12;a;3.80037;0;file=L12/Rh3Ir/Rh3Ir-L1_2.dat date=2013-02-20
Ir,Rh;l12;B;315.09000;0;file=L12/Rh3Ir/Rh3Ir-L1_2.dat date=2013-02-20
Ir,Rh;l12;Eheat;-0.05497;0;file=L12/Rh3Ir/Rh3Ir-L1_2.dat date=2013-02-20
La,Rh;l12;a;4.12313;0;file=L12/Rh3La/Rh3La-L1_2.dat date=2013-02-20
La,Rh;l12;B;155.54000;0;file=L12/Rh3La/Rh3La-L1_2.dat date=2013-02-20
La,Rh;l12;Eheat;-0.16674;0;file=L12/Rh3La/Rh3La-L1_2.dat date=2013-02-20
Mg,Rh;l12;a;3.83708;0;file=L12/Rh3Mg/Rh3Mg-L1_2.dat date=2013-02-17
Mg,Rh;l12;B;197.76000;0;file=L12/Rh3Mg/Rh3Mg-L1_2.dat date=2013-02-17
Mg,Rh;l12;Eheat;-0.19025;0;file=L12/Rh3Mg/Rh3Mg-L1_2.dat date=2013-02-17
Ni,Rh;l12;a;3.73002;0;file=L12/Rh3Ni/Rh3Ni-L1_2.dat date=2013-02-20
Ni,Rh;l12;B;272.10000;0;file=L12/Rh3Ni/Rh3Ni-L1_2.dat date=2013-02-20
Ni,Rh;l12;Eheat;0.01847;0;file=L12/Rh3Ni/Rh3Ni-L1_2.dat date=2013-02-20
Pb,Rh;l12;a;3.97129;0;file=L12/Rh3Pb/Rh3Pb-L1_2.dat date=2013-02-20
Pb,Rh;l12;B;206.34000;0;file=L12/Rh3Pb/Rh3Pb-L1_2.dat date=2013-02-20
Pb,Rh;l12;Eheat;0.04827;0;file=L12/Rh3Pb/Rh3Pb-L1_2.dat date=2013-02-20
Pd,Rh;l12;a;3.81487;0;file=L12/Rh3Pd/Rh3Pd-L1_2.dat date=2013-02-20
Pd,Rh;l12;B;265.37000;0;file=L12/Rh3Pd/Rh3Pd-L1_2.dat date=2013-02-20
Pd,Rh;l12;Eheat;0.04785;0;file=L12/Rh3Pd/Rh3Pd-L1_2.dat date=2013-02-20
